steps,acor_times,accept_fracs,max_log_probs
50,5.29936916812895,0.18545454545454546,-2475.1146227011277
100,10.541401422440368,0.20984848484848484,-2300.7876872050642
150,16.104196831402156,0.24257575757575758,-2118.3254427799834
200,21.992961377128488,0.22893939393939394,-2072.2903499083313
250,28.144725663391352,0.23803030303030304,-2060.87154649052
300,34.28102399365844,0.30393939393939395,-2057.389390052921
350,39.991858010905624,0.30818181818181817,-2056.8735821722566
400,45.23398077590698,0.3593939393939394,-2056.787649781006
450,49.9716151937439,0.2972727272727273,-2056.4183240428433
500,54.247160957731445,0.3989393939393939,-2056.6706175259706
550,58.195749957472025,0.3839393939393939,-2057.1175525549825
600,61.647666541620886,0.4596969696969697,-2056.997388189219
650,64.83911701215192,0.5145454545454545,-2056.662176536771
700,67.71920177819123,0.2971212121212121,-2056.773287783706
750,70.40670410197222,0.3234848484848485,-2057.0256720881584
800,72.87338148482908,0.3368181818181818,-2056.697837437192
850,75.07004945670371,0.3434848484848485,-2057.00875437468
900,77.05142938791703,0.36015151515151517,-2056.3566201940357
950,78.89594625757746,0.3386363636363636,-2057.054474203196
1000,80.58403250004316,0.3704545454545455,-2057.0069322136633
1050,82.16676894276927,0.3346969696969697,-2056.4373287919198
1100,83.55701419844705,0.3936363636363636,-2056.348331543275
1150,84.88534758570341,0.3515151515151515,-2056.4810221523358
1200,86.11848205206981,0.38545454545454544,-2056.7025541543826
1250,87.23207529140225,0.356969696969697,-2056.955219983818
1300,88.28881751221209,0.4218181818181818,-2056.624471573574
1350,89.23484604128565,0.32742424242424245,-2057.2417557821486
1400,90.09364467273139,0.39590909090909093,-2056.6107990816936
1450,90.89950244865095,0.3878787878787879,-2056.6647284188252
1500,91.64447876897968,0.37106060606060604,-2056.3421102468883
1550,92.33953982005393,0.36727272727272725,-2056.788885606581
1600,92.97670511858918,0.3615151515151515,-2056.757064698924
1650,93.55529214727726,0.31833333333333336,-2056.595128582606
1700,94.08704631890056,0.34,-2056.752252230663
1750,94.56255471398276,0.42818181818181816,-2056.761366078763
1800,95.03357327910736,0.31772727272727275,-2055.876147115964
1850,95.45981368125591,0.3712121212121212,-2056.8775141468464
1900,95.87080369866197,0.43924242424242427,-2056.6419358524463
1950,96.27756179590443,0.4296969696969697,-2056.631038975903
2000,96.65088194350638,0.36,-2056.6161911927466
2050,96.98109907669685,0.33590909090909093,-2056.8013221110787
2100,97.26620147172389,0.38212121212121214,-2056.653111591354
2150,97.5608952304155,0.3922727272727273,-2056.9730639340464
2200,97.81042294238874,0.36696969696969695,-2056.4720055787866
2250,98.05824062107439,0.3515151515151515,-2056.2151099284524
2300,98.26081183984023,0.39621212121212124,-2056.579629132356
2350,98.47491441230285,0.3506060606060606,-2056.895241245026
2400,98.66201359816895,0.35924242424242425,-2056.2557698881055
2450,98.84807047331816,0.348030303030303,-2057.060231254619
2500,99.02995073648862,0.45196969696969697,-2056.4562095363017
2550,99.1978682367906,0.34863636363636363,-2056.7525920767243
2600,99.34018017522725,0.333030303030303,-2056.3671830194976
2650,99.4858291158671,0.37287878787878787,-2056.7603787519747
2700,99.62062431463643,0.3004545454545455,-2056.0471568654402
2750,99.73899057825152,0.41575757575757577,-2056.1465416962487
2800,99.86207228777894,0.5033333333333333,-2056.777747971637
2850,99.93822741131443,0.3256060606060606,-2056.536960999992
2900,100.01906316428746,0.3472727272727273,-2056.1877376367875
2950,100.09348851347198,0.4078787878787879,-2056.541674206924
3000,100.12229745785021,0.3336363636363636,-2056.8602230879346
3050,100.15262978628958,0.3659090909090909,-2056.8334166951945
3100,100.19265720771149,0.4025757575757576,-2056.2980799929323
3150,100.24229603759558,0.3557575757575758,-2055.948582735178
