steps,acor_times,accept_fracs,max_log_probs
3200,100.3024048568289,0.4209090909090909,-2056.0153529512254
3250,100.34488624977831,0.3978787878787879,-2056.8691886102424
3300,100.38912802513364,0.36333333333333334,-2056.5700178597094
3350,100.44706163508049,0.3577272727272727,-2056.481278678144
3400,100.48276709933049,0.4206060606060606,-2056.7960212903026
3450,100.49823550936135,0.3333333333333333,-2056.832696992695
3500,100.50165521925341,0.38227272727272726,-2056.4332382745715
3550,100.51667548005732,0.36393939393939395,-2056.263740136152
3600,100.52375785486403,0.3696969696969697,-2056.695577269181
3650,100.54158440770452,0.3386363636363636,-2056.203486377787
3700,100.55916645486987,0.41015151515151516,-2056.5761167618457
3750,100.56998891641693,0.45621212121212124,-2056.4720838785415
3800,100.58477842821115,0.41333333333333333,-2056.7179452541322
3850,100.5853614407538,0.36787878787878786,-2057.152091813256
3900,100.57092254846322,0.29409090909090907,-2056.3288837277937
3950,100.57466482327145,0.44545454545454544,-2056.4431526304556
4000,100.55190024265897,0.351969696969697,-2055.915050957147
4050,100.54211576952794,0.3610606060606061,-2056.583367535924
4100,100.54733333013891,0.3753030303030303,-2057.105801134026
4150,100.53122942592353,0.42924242424242426,-2056.5235860932967
4200,100.49646799306718,0.40393939393939393,-2056.5374324295603
4250,100.47178673143816,0.32984848484848484,-2056.7128304220078
4300,100.44808324754068,0.4353030303030303,-2056.865845335664
4350,100.43080777487543,0.36484848484848487,-2057.1246869063516
4400,100.4259005488599,0.36424242424242426,-2056.4758449462915
4450,100.40382864450899,0.44227272727272726,-2056.7563747393956
4500,100.38828838549384,0.353030303030303,-2056.785330199332
4550,100.36959747704469,0.3940909090909091,-2056.223166158228
4600,100.34458825089132,0.3859090909090909,-2056.6507037376264
4650,100.3215550852275,0.348030303030303,-2056.6162992759682
4700,100.3001827611559,0.39181818181818184,-2056.350720048161
4750,100.28118904337853,0.4287878787878788,-2056.896490250901
4800,100.26589943387343,0.395,-2056.5759717144115
4850,100.26470037346176,0.3968181818181818,-2056.7566725116662
4900,100.26116870019088,0.3737878787878788,-2056.382096182883
4950,100.24769288939883,0.3543939393939394,-2056.9822176759894
5000,100.2333717065726,0.3846969696969697,-2056.835610016054
5050,100.21322582507814,0.42727272727272725,-2056.2938415353415
