steps,acor_times,accept_fracs,max_log_probs
3450,142.55013977401484,0.32509803921568625,-2596.8770374952223
3500,142.761017576666,0.34225490196078434,-2596.9645824621784
3550,142.9592410501948,0.31862745098039214,-2597.636178406874
3600,143.1586829380525,0.35294117647058826,-2596.9049143487487
3650,143.35695871017472,0.30205882352941177,-2597.3337153562284
3700,143.5403944738049,0.2944117647058824,-2596.5559441518026
3750,143.73405715229518,0.3438235294117647,-2597.065000136278
3800,143.91394999233444,0.2908823529411765,-2596.5371827312147
3850,144.08088673314043,0.32,-2596.7424538052046
3900,144.25016140319735,0.2981372549019608,-2596.7468743661398
3950,144.4144787711782,0.3552941176470588,-2597.2836959898705
4000,144.55266198026334,0.31019607843137254,-2597.3095614314225
4050,144.6896658064153,0.3222549019607843,-2596.833367208395
4100,144.81652790359584,0.3476470588235294,-2596.721197342443
4150,144.92338946788374,0.3206862745098039,-2596.9783970278313
4200,145.04575197041552,0.3426470588235294,-2596.813448760819
4250,145.1549379205307,0.3197058823529412,-2596.692280766658
4300,145.27301456293932,0.34833333333333333,-2597.0519499116454
4350,145.377855573468,0.2995098039215686,-2596.6588736583703
4400,145.46939680355823,0.30186274509803923,-2596.691394494615
4450,145.55085604336415,0.3129411764705882,-2597.413104280154
4500,145.62807427119512,0.29774509803921567,-2596.697243569548
4550,145.71946353257619,0.3338235294117647,-2596.4115983064016
4600,145.81023583078252,0.3220588235294118,-2596.7093418880836
4650,145.88462857529692,0.2845098039215686,-2597.32060939152
4700,145.9658233904508,0.3036274509803922,-2596.7267959623996
4750,146.0433500790484,0.34980392156862744,-2596.7779307601945
4800,146.1230422411672,0.3134313725490196,-2597.162168660726
4850,146.198024597913,0.34294117647058825,-2596.8534259756425
4900,146.25813449084515,0.3077450980392157,-2596.770221738275
4950,146.33335094710452,0.3524509803921569,-2597.7015716839223
5000,146.4040142806328,0.3204901960784314,-2596.603835146634
5050,146.44879287096558,0.323921568627451,-2596.56858273796
5100,146.50556365857392,0.3472549019607843,-2597.0250087877826
5150,146.54280313976398,0.32872549019607844,-2596.6831982225704
5200,146.60242791253026,0.33450980392156865,-2596.8870289675783
5250,146.6450818816334,0.2847058823529412,-2596.8721763440417
5300,146.69501525290426,0.34823529411764703,-2596.9514897734834
5350,146.743706732464,0.36196078431372547,-2596.3213299273493
5400,146.77651294006958,0.3022549019607843,-2597.2509685807986
5450,146.8098590641059,0.3384313725490196,-2597.472240923944
5500,146.83548097089377,0.3008823529411765,-2597.347352870731
5550,146.8723512253574,0.34490196078431373,-2596.9154055316735
5600,146.89693250309162,0.3469607843137255,-2596.54847581
5650,146.9295501032342,0.29676470588235293,-2596.932838360785
5700,146.94410402210312,0.30401960784313725,-2597.0451428615033
5750,146.9475494687728,0.3177450980392157,-2596.934716326154
5800,146.97118378556885,0.31401960784313726,-2597.001139994169
5850,146.99669173644517,0.31941176470588234,-2597.2576508472625
5900,147.00811453320094,0.34941176470588237,-2596.785851693017
5950,147.0057729296114,0.2987254901960784,-2597.2264489430986
6000,147.01285616847454,0.3303921568627451,-2596.69294059607
6050,147.0132794257977,0.3035294117647059,-2596.640813897567
6100,147.006406408314,0.29254901960784313,-2597.0527751097065
6150,147.00261257686026,0.3164705882352941,-2597.07914401273
6200,147.01849315876126,0.3656862745098039,-2596.817967017461
6250,147.0231183966801,0.3298039215686275,-2596.9253096300913
6300,147.02666379325797,0.3249019607843137,-2597.0448372932856
6350,147.03374133688806,0.3191176470588235,-2596.639204760927
6400,147.04804671790635,0.32872549019607844,-2596.308933233133
6450,147.05111850080806,0.3592156862745098,-2597.1755894581806
6500,147.06001418163476,0.3256862745098039,-2596.9624075439365
6550,147.0570628156345,0.33137254901960783,-2596.6618606177367
6600,147.0597842256465,0.35745098039215684,-2596.5278034618314
6650,147.06225244624937,0.3034313725490196,-2597.4070382131276
6700,147.060353542159,0.2961764705882353,-2597.1882144783926
6750,147.06175052892002,0.2909803921568627,-2597.1972942399066
6800,147.0594396511228,0.30098039215686273,-2597.0094501127505
6850,147.05197257610104,0.3234313725490196,-2596.7510377919734
6900,147.05157671226485,0.30058823529411766,-2596.4293827987303
6950,147.05036870050225,0.34490196078431373,-2597.8192721871383
7000,147.04142035585087,0.32294117647058823,-2597.086257554513
7050,147.03864334132697,0.3219607843137255,-2597.1854703890594
7100,147.0261868638014,0.3277450980392157,-2597.093746040058
7150,147.00897042563204,0.30323529411764705,-2597.0279044640965
7200,147.00524747700388,0.3377450980392157,-2596.7158392259703
